# Data from /Users/tetsu/Desktop/benzene_ICSS_XY_0.log.
# Shielding tensor data from ZZ component.
# Processed with ICSScsv.
# Author: Zhe Wang
# Homepage: https://www.wangzhe95.net/program-icsscsv


XY,-3.0,-2.8,-2.6,-2.4,-2.2,-2.0,-1.8,-1.6,-1.4,-1.2,-1.0,-0.8,-0.6,-0.4,-0.2,0.0,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,2.0,2.2,2.4,2.6,2.8,3.0,
-1.2,4.7059,4.2901,3.4941,2.8514,3.0463,4.2771,5.9627,5.9944,0.5775,-12.5954,-30.5029,-45.2936,-43.416,-35.3794,-36.8408,-56.8702,-67.9567,-66.919,-56.769,-32.2983,-11.9903,-24.5722,-35.7805,-27.1921,-11.9462,0.4361,6.9631,8.9129,8.5843,7.4839,6.295,
-1.0,4.072,2.3449,-1.0823,-5.4966,-8.414,-8.7207,-7.2433,-6.5211,-12.8741,-30.385,-51.5628,-65.2751,-64.3256,-51.7848,-47.4916,-56.176,-64.3168,-67.6647,-61.6556,-35.4837,-127.1604,-9.216,-22.9402,-15.6366,-2.3942,6.9108,10.9364,11.2647,9.9735,8.3339,6.841,
-0.8,3.6251,0.6149,-6.1953,-16.818,-24.48,-26.6032,-25.3721,-20.8392,-22.1281,-42.0892,-63.9867,-70.162,-62.3836,-48.7918,-40.3806,-41.366,-46.742,-51.9245,-52.5782,-41.5476,-35.5482,-22.6509,-22.4191,-9.5471,3.7542,11.5208,13.9333,13.1117,11.1206,9.0688,7.3277,
-0.6,3.9026,0.7944,-6.7235,-19.778,-31.2178,-37.3699,-38.1689,-25.109,-11.146,-34.0257,-60.0302,-61.1133,-49.195,-36.243,-28.3045,-26.959,-29.9172,-34.991,-41.8902,-50.073,-56.5036,-52.7589,-34.9194,-12.2279,4.7022,13.3039,15.448,14.1975,11.8757,9.5941,7.698,
-0.4,4.9454,3.097,-1.6612,-10.4062,-21.0811,-30.5553,-34.267,-17.649,-86.7493,-42.2242,-48.1764,-47.303,-35.7742,-25.5888,-19.7975,-18.2841,-19.8867,-24.6307,-34.497,-50.708,-66.4327,-66.3548,-45.7852,-18.5099,1.9333,12.244,15.1099,14.2053,12.0301,9.7837,7.8802,
-0.2,6.237,5.9792,4.33,0.3386,-6.2063,-14.1393,-20.5967,-18.6273,-21.0364,-40.5196,-49.108,-40.4949,-28.2049,-19.7589,-15.6979,-14.6508,-15.6798,-19.8487,-29.8246,-46.8237,-64.8715,-69.0091,-51.0346,-23.6315,-2.6882,8.2104,12.1969,12.5051,11.188,9.4259,7.7729,
0.0,7.2467,8.2166,8.7527,8.1202,5.4203,-0.0808,-9.5078,-24.5567,-45.6237,-62.1483,-58.5929,-42.2158,-27.1587,-18.3031,-14.6506,-13.8159,-14.6507,-18.3036,-27.1604,-42.2191,-58.5963,-62.1489,-45.6203,-24.5494,-9.5003,-0.0761,5.4224,8.1205,8.7521,8.2159,7.2461,
0.2,7.7734,9.4263,11.188,12.5042,12.1942,8.2048,-2.698,-23.646,-51.0507,-69.0195,-64.8727,-46.8205,-29.8221,-19.8479,-15.6798,-14.6509,-15.6976,-19.7583,-28.2047,-40.4959,-49.1122,-40.5276,-21.0399,-18.631,-20.5924,-14.1362,-6.2061,0.3373,4.3284,5.9778,6.2361,
0.4,7.8806,9.784,12.03,14.2044,15.1073,12.2384,1.9233,-18.5253,-45.8031,-66.367,-66.4341,-50.7045,-34.495,-24.6308,-19.8876,-18.2846,-19.7969,-25.5869,-35.7716,-47.2997,-48.1714,-42.2388,-86.7106,-17.651,-34.2653,-30.5547,-21.0837,-10.4102,-1.6642,3.0952,4.9443,
0.6,7.6983,9.5944,11.8757,14.1969,15.446,13.2993,4.6939,-12.2401,-34.932,-52.7628,-56.4981,-50.0688,-41.8906,-34.9932,-29.9195,-26.9605,-28.3039,-36.2403,-49.1925,-61.1122,-60.027,-34.0178,-11.1423,-25.1091,-38.1701,-37.37,-31.2194,-19.782,-6.7261,0.793,3.9018,
0.8,7.3281,9.0691,11.1207,13.1113,13.9318,11.5175,3.7485,-9.5549,-22.4225,-22.6429,-35.5603,-41.5496,-52.5827,-51.9273,-46.745,-41.3691,-40.3806,-48.7885,-62.3837,-70.1692,-63.9971,-42.0953,-22.1305,-20.8434,-25.3747,-26.6019,-24.4756,-16.8142,-6.1944,0.6149,3.6249,
1.0,6.8414,8.3342,9.9738,11.2647,10.9358,6.9091,-2.3974,-15.6411,-22.9409,-9.2162,-126.9878,-35.4884,-61.6575,-67.6615,-64.316,-56.1803,-47.4936,-51.7788,-64.3263,-65.2882,-51.5805,-30.3998,-12.8836,-6.527,-7.246,-8.7199,-8.4102,-5.4924,-1.0799,2.3459,4.0723,
1.2,6.2954,7.4844,8.5849,8.9135,6.9638,0.4366,-11.9463,-27.1936,-35.7814,-24.5717,-11.9952,-32.3025,-56.76,-66.9055,-67.9483,-56.8749,-36.8429,-35.3869,-43.411,-45.305,-30.519,-12.6089,0.5686,5.9892,5.9603,4.277,3.048,2.8538,3.496,4.2912,4.7064,
1.4,5.7404,6.6192,7.1587,6.509,2.9882,-6.0376,-20.9273,-34.5202,-38.6544,-30.482,-19.9427,-23.4711,-35.7581,-45.8534,-49.8552,-38.6752,-27.5358,-56.4302,-18.2815,-23.3665,-11.3754,1.6274,10.1257,13.17,12.5244,10.4673,8.3832,6.847,5.9533,5.4673,5.0727,
1.6,5.2182,5.8445,5.9668,4.6932,0.3435,-9.7328,-24.7079,-31.5404,-27.6733,-18.015,-8.6782,-6.5226,-11.5143,-18.5705,-23.7484,-22.9321,-15.2897,-17.5497,-23.1854,-15.3869,-1.7231,8.7715,14.2674,15.4813,14.2093,12.0406,9.859,8.0562,6.7329,5.7913,5.0643,
1.8,4.7526,5.2304,5.2026,3.9289,0.2137,-7.333,-16.3291,-17.6479,-11.696,-3.514,3.6354,6.8723,5.6194,1.3648,-4.879,-14.091,-27.0129,-37.5319,-33.1827,-16.3532,-0.0419,10.0685,14.331,14.7541,13.3452,11.3814,9.4652,7.8364,6.5535,5.5686,4.7931,
2.0,4.3435,4.7692,4.8262,4.0475,1.9322,-1.5762,-4.495,-3.6386,0.6129,6.0074,10.7942,13.5972,13.7929,11.1351,4.8795,-6.6734,-23.3521,-36.836,-34.0713,-17.2825,-0.8696,8.7897,12.5214,12.7852,11.5797,9.9768,8.423,7.0789,5.9813,5.1044,4.3973,
2.2,3.9735,4.3939,4.6184,4.4204,3.6713,2.6724,2.3744,3.7233,6.5416,9.9151,12.93,14.9489,15.5048,13.93,9.0407,-0.6276,-15.1044,-29.3546,-30.5902,-15.9393,-1.1556,7.1523,10.3244,10.62,9.7179,8.4874,7.2764,6.2073,5.3107,4.5739,3.9666,
2.4,3.6244,4.0391,4.3843,4.576,4.5994,4.6494,5.1269,6.3389,8.1863,10.2558,12.1267,13.5023,14.0773,13.3,10.2013,3.6872,-6.5941,-18.4278,-22.2977,-11.2397,-0.1799,5.9931,8.4194,8.711,8.07,7.1501,6.2216,5.3829,4.6627,4.0571,3.5479,
2.6,3.2876,3.6777,4.0619,4.4172,4.7524,5.1515,5.7596,6.6762,7.8539,9.1258,10.3088,11.2447,11.7397,11.4446,9.7508,5.9964,0.0717,-6.6139,-8.9384,-4.3171,1.6985,5.4491,7.0226,7.2021,6.7248,6.0314,5.3173,4.659,4.0819,3.5868,3.1631,
2.8,2.9635,3.3138,3.6801,4.0576,4.4539,4.8988,5.4378,6.1003,6.8687,7.6809,8.4546,9.0979,9.492,9.4408,8.6223,6.7029,3.756,0.7152,-0.506,0.9823,3.4548,5.2775,6.0627,6.0642,5.6659,5.125,4.5664,4.0444,3.579,3.173,2.8203,
3.0,2.6568,2.9609,3.2843,3.6253,3.9865,4.3766,4.8081,5.2888,5.8125,6.3554,6.8783,7.3285,7.6365,7.701,7.3745,6.5172,5.1967,3.8805,3.2635,3.615,4.4474,5.115,5.3405,5.1894,4.8311,4.3936,3.9476,3.5278,3.1489,2.8138,2.519,
